biotools_id,name,description,homepage,topics,functions,tool_type,license,cost,maturity,language,url,publications
Canvass,Canvass,"A Crowd-Sourced, Natural Product Screening Library for Exploring Biological Space.",https://tripod.nih.gov/canvass,Compound libraries and screening; Medicinal chemistry,Quantification; Sorting; Standardisation and normalisation,Database portal,,,,,https://tripod.nih.gov/canvass,10.26434/CHEMRXIV.7172369.V2
capture,CaPTure,"CaPTure allows for rapid assessment of neuronal activity in cultured cells at cellular resolution, rendering it amenable to high-throughput screening and phenotypic discovery. The platform can be applied to both human- and rodent-derived neurons and is compatible with many imaging systems.",https://github.com/LieberInstitute/CaPTure,Pharmacology,Image analysis; Named-entity and concept recognition; Visualisation,Workflow,GPL-3.0,,,MATLAB,https://github.com/LieberInstitute/CaPTure,10.1101/2021.09.08.458611
caretta,Caretta,Caretta is a web suite for multiple protein structure alignment and feature extraction.,http://www.bioinformatics.nl/caretta,Molecular modelling,Global structure alignment; Local structure alignment; Multiple structure alignment; Pairwise structure alignment; Protein modelling,Web application,,,,,http://www.bioinformatics.nl/caretta,10.1016/J.CSBJ.2020.03.011
cas_common_chemistry,CAS Common Chemistry,CAS Common Chemistry is an open web resource that provides access to reliable chemical substance information for the scientific community.,https://commonchemistry.cas.org/,Cheminformatics; Toxicology,Data retrieval; Database search,Web application,CC-BY-NC-4.0,Free of charge (with restrictions),,,https://commonchemistry.cas.org/,10.1021/acs.jcim.2c00268
caspr,CaspR,"Web tool for building structural models for protein sequences using molecular replacement and homology modelling. The software implements an automated approach that uses T-COFFEE to produce alignments, MODELLER to produce homology models, and finally uses AMoRe and CNS to produce the structural model.",http://igs-server.cnrs-mrs.fr/Caspr/index.cgi,Molecular modelling; Structural biology,Molecular model refinement; Molecular replacement; Protein model validation; Protein modelling,Web application,,,,,http://igs-server.cnrs-mrs.fr/Caspr/index.cgi,10.1093/nar/gkh400
castp,CASTp,"Locates and measures concave surface regions on 3D protein structures. This tool can be used to study surface features, binding sites, and functional regions of proteins.",http://sts.bioe.uic.edu/castp/,Binding sites,Molecular surface calculation; Protein binding site prediction; Protein structure analysis; Protein structure assignment,Web application,,,,,http://sts.bioe.uic.edu/castp/,10.1002/pro.5560070905; 10.1093/nar/gkg512; 10.1093/nar/gkl282
Catalysis_Hub,Catalysis Hub,Web-platform for sharing data and software for computational catalysis research.,https://www.catalysis-hub.org,Cheminformatics; Computational chemistry,Accessible surface calculation; Deposition,Web application,CC-BY-4.0,Free of charge,Mature,Python,https://www.catalysis-hub.org,10.1038/S41597-019-0081-Y
catalysis-hub,Catalysis-hub.org,A web-platform for sharing data and software for computational catalysis research.,https://www.catalysis-hub.org,Cheminformatics,Molecular surface calculation; Protein structure assignment,Database portal,,,,Python,https://www.catalysis-hub.org,10.26434/CHEMRXIV.7336094.V2; 10.1038/s41597-019-0081-y
catalytic_site_identification,Catalytic Site Identification,Provides the ability to find structural matches to a user-specified catalytic site among all Protein Data Bank (PDB) proteins. The web server can also examine a user-specified protein to identify structural matches to a library of catalytic sites.,https://catsid.llnl.gov/,Binding sites,Protein binding site prediction; Protein identification; Protein modelling; Protein structural motif recognition; Protein structure comparison,Command-line tool,Other,Free of charge,Mature,Python,https://catsid.llnl.gov/,10.1093/nar/gkt403
catana_visualization,Catana,"A user-friendly, web-based modelling tool to design and manipulate proteins, DNA and DNA nanostructures. State-of-the-art features from standalone tools for modelling, manipulation, and visualization of complex molecular systems",http://catana.ait.ac.at/,Molecular dynamics,Molecular dynamics; Protein design; Protein modelling; Simulation analysis; Visualisation,Web application,Not licensed,Free of charge,,,http://catana.ait.ac.at/,10.1093/nar/gkac350
catkls,catKLS,"Considering protease-as-substrate interactions in proteolytic networks.

Enzymes are catalysts in biochemical reactions that, by definition, increase rates of reactions without being altered or destroyed. However, when that enzyme is a protease, a subclass of enzymes that hydrolyze other proteins, and that protease is in a multiprotease system, protease-as-substrate dynamics must be included, challenging assumptions of enzyme inertness, shifting kinetic predictions of that system. Protease-on-protease inactivating hydrolysis can alter predicted protease concentrations used to determine pharmaceutical dosing strategies",https://plattlab.shinyapps.io/catKLS/,Binding sites,Active site prediction; Modelling and simulation; Network analysis,Web application,,,,,https://plattlab.shinyapps.io/catKLS/,10.1073/PNAS.1912207117
catnip,CATNIP,"A machine learning and network framework to discover new indications for small molecules.

CATNIP = Creating A Translational Network for Indication Prediction.

The CATNIP repurposing network can be searched either by specifying one or more drugs or diseases. The probability of CATNIP prediction that two drugs will share an indication is 0.95 by default, but can be changed by the user.",http://www.github.com/coryandar/CATNIP,Drug discovery,Network analysis; Virtual screening; Visualisation,Library,MIT,,,R,http://www.github.com/coryandar/CATNIP,10.1371/JOURNAL.PCBI.1008098
caviar-cavity,CAVIAR,"Cavity Identification And Rationalization (CAVIAR) is a method for automatic cavity detection, description and decomposition into subcavities. CAVIAR is an open source tool for protein cavity identification and rationalization, written in python and available as command line and as a GUI. It comprises a subcavity segmentation algorithm that produces meaningful decomposition of cavities, fully focused on the protein structure and agnostic of any ligand information. These subcavities reproduce subpockets as defined empirically with medicinal chemistry knowledge.",https://jr-marchand.github.io/caviar/,Binding sites; Medicinal chemistry,Binding site prediction; Molecular dynamics; Parsing; Small molecule design,Command-line tool,MIT,,,"Python, C++",https://github.com/jr-marchand/caviar,10.1007/S10822-021-00390-W; 10.26434/CHEMRXIV.12806819.V3
cavitomix,CavitomiX,"CavitomiX is a plugin for PyMOL that analyzes protein cavities. It integrates with NVIDIA’s BioNeMo platform and combines data from AlphaFold 2, OpenFold, and ESMFold to generate a dataset of predicted protein structures for human proteins.",https://innophore.com/cavitomix/,Molecular modelling,Molecular docking; Molecular dynamics; Molecular model refinement; Protein modelling; Small molecule design,,,,,,https://innophore.com/cavitomix/,10.1038/S41597-024-03403-Z
cavityplus,CavityPlus,"Protein cavity detection and various functional analyses. Using protein three-dimensional structural information as the input, CavityPlus applies CAVITY to detect potential binding sites on the surface of a given protein structure and rank them based on ligandability and druggability scores. These potential binding sites can be further analysed using three submodules, CavPharmer, CorrSite, and CovCys.",http://repharma.pku.edu.cn/cavityplus,Binding sites,Molecular surface analysis; Protein binding site prediction; Protein-ligand docking,Web application,,,,,http://repharma.pku.edu.cn/cavityplus,10.1093/nar/gky380; 10.1016/j.jmb.2023.168141
cavityspace,CavitySpace,A database of potential ligand binding sites in the human proteome.,http://www.pkumdl.cn:8000/cavityspace/,Binding sites,Ligand-binding site prediction; Protein structure prediction; Small molecule design,Web application,,Free of charge,,,http://www.pkumdl.cn:8000/cavityspace/,10.3390/biom12070967
cb-dock2,CB-Dock2,"CB-Dock2  is an improved version of the CB-Dock server for protein-ligand blind docking, integrating cavity detection, docking and homologous template fitting.",https://cadd.labshare.cn/cb-dock2/,Cheminformatics; Medicinal chemistry; Molecular modelling,Binding site prediction; Protein-ligand docking; Protein-protein docking; Small molecule design,Web application,Not licensed,Free of charge,,,https://cadd.labshare.cn/cb-dock2/,10.1093/nar/gkac394
ccdd,CCDD,Python framework for natural compound derivatives database.,https://srampogu-ccdd-ccdd-8uldk8.streamlit.app/,Drug discovery,Filtering; Virtual screening; Visualisation,Web application,,Free of charge,,Python,https://srampogu-ccdd-ccdd-8uldk8.streamlit.app/,10.7717/PEERJ.15885
ccharppi,CCharPPI,"Many of protein structural characterization tools integrated into a single web server. It calculates up to 108 parameters, including models of electrostatics, desolvation and hydrogen bonding, as well as interface packing and complementarity scores, empirical potentials at various resolutions, docking potentials and composite scoring functions.",https://life.bsc.es/pid/ccharppi,Computational chemistry,Protein property calculation,Web application,,Free of charge (with restrictions),Mature,Python,https://life.bsc.es/pid/ccharppi,10.1093/bioinformatics/btu594
ccle_gdsc,CCLE GDSC,Databases which contain gene expression levels from next generation sequencing and also drug screening data for a large number of cancer cell lines.,https://public.tableau.com/profile/jason.roszik#!/vizhome/CCLE_GDSC_correlations/CCLE_GDSC,Drug discovery,Gene expression analysis,Web application,,,,,https://public.tableau.com/profile/jason.roszik#!/vizhome/CCLE_GDSC_correlations/CCLE_GDSC,10.1371/journal.pone.0176763
ccmap,ccmap,Finds drugs and drug combinations that are predicted to reverse or mimic gene expression signatures. These drugs might reverse diseases or mimic healthy lifestyles.,http://bioconductor.org/packages/release/bioc/html/ccmap.html,Drug discovery,Prediction and recognition,Command-line tool,MIT,,,R,http://bioconductor.org/packages/release/bioc/html/ccmap.html,10.1038/nmeth.3252
ccomp,CCOMP,"Complex COMParison, is a simple command-line tool for comparing ligand/receptor complexes. It can also be used for calculating pairwise all-atom RMSD of slightly different protein structures, taking care of missing atoms, sequence inconsistencies, etc.",http://www.pirx.com/ccomp/index.shtml,Molecular modelling,Pairwise sequence alignment,Command-line tool,,,,C,http://www.pirx.com/ccomp/index.shtml,10.1016/j.jsbmb.2006.12.077
ccp4,CCP4,"Software suite for Macromolecular X-Ray Crystallography, including data processing, phasing and structure refinement.",http://www.ccp4.ac.uk,Structural biology,Diffraction data analysis; Structure visualisation,Suite,,Free of charge (with restrictions),,,http://www.ccp4.ac.uk,10.1107/s0907444910045749
ccp4_wiki,CCP4 Wiki,CCP4 Community Knowledge base.,http://ccp4wiki.org,Structural biology,Diffraction data analysis,Database portal,,Free of charge,,,http://ccp4wiki.org,10.3989/arbor.2015.772n2006
ccp4mg,CCP4mg,CCP4 Molecular graphics package Topic: Crystallography.,http://www.ccp4.ac.uk/MG/,Structural biology,Structure visualisation,Desktop application,,Free of charge,,,http://www.ccp4.ac.uk/MG/,10.1107/s0907444911007281
ccpn,CcpNmr Analysis,A graphical NMR assignment and data analysis program.,http://www.ccpn.ac.uk/v3-software,Structural biology,Structure visualisation,Desktop application,,Free of charge,,,http://www.ccpn.ac.uk/v2-software,10.1002/prot.20449
cdcdb,CDCDB,A large and continuously updated drug combination database.,https://icc.ise.bgu.ac.il/medical_ai/CDCDB/,Drug discovery; Pharmacology,Aggregation; Virtual screening,Database portal,Not licensed,,,Python,https://github.com/Omer-N/CDCDB,10.1038/s41597-022-01360-z
cddb,CDDB,"Database for comprehensive results on the conformational dynamics of high molecular weight proteins and protein assemblies. Analysis is performed using a coarse-grained computational approach that is applied to most structures present in the electron microscopy data bank (EMDB). Results include equilibrium thermal fluctuations and elastic strain energy distributions that identify protein domains flexibility, functional-transitions associated domains, and correlations in molecular motions.",http://www.cdyn.org,Molecular dynamics,Molecular dynamics; Protein flexibility and motion analysis; Protein molecular weight calculation; Sequence assembly,Database portal,,,,"PHP, SQL",http://www.cdyn.org,10.1093/nar/gkq1088
